int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,121,0,0
1,1,0,0,6,155,121,0,0
1,1,1,0,6,155,121,0,0
1,1,1,0,6,155,121,1,1
1,0,0,0,6,155,121,1,1
1,0,0,0,0,0,121,0,0
1,1,0,1,3,220,121,0,0
1,1,1,1,3,220,121,0,0
1,1,1,1,3,220,121,0,0
1,1,1,1,3,220,121,0,0
