int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,55,174,0,0,7
1,1,0,62,174,0,0,7
1,0,0,62,174,1,0,8
0,0,0,62,174,1,0,8
0,0,0,62,135,0,1,0
1,0,0,62,135,0,1,0
1,0,0,62,135,0,1,0
1,0,0,62,135,0,1,0
