int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,3,236,0,0,0
1,1,1,1,3,236,0,0,0
1,1,1,1,3,236,0,0,0
1,1,1,1,3,236,0,0,0
1,1,1,1,3,236,0,1,0
1,0,0,1,3,236,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,3,155,0,0,0
1,1,1,1,3,155,0,0,0
1,1,1,1,3,155,0,0,0
1,1,1,1,3,155,0,0,0
1,1,1,1,3,155,0,1,0
1,0,0,1,3,155,0,0,0
1,1,0,0,1,0,0,0,0
1,1,1,0,1,0,0,0,0
1,1,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0
1,1,0,0,1,0,0,0,0
1,1,1,0,1,0,0,0,0
1,1,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0
1,1,0,0,7,31,0,0,0
1,1,1,0,7,31,0,0,0
1,1,1,0,7,31,0,1,1
1,0,0,0,7,31,0,1,1
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,2,238,0,0,0
1,1,1,1,2,238,0,0,0
1,1,1,1,2,238,0,1,0
1,0,0,1,2,238,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,1,92,0,0,0
1,1,1,1,1,92,0,0,0
1,1,1,1,1,92,0,1,0
1,0,0,1,1,92,0,1,0
1,1,0,1,3,195,0,0,0
1,1,1,1,3,195,0,0,0
1,1,1,1,3,195,0,0,0
1,1,1,1,3,195,0,0,0
1,1,1,1,3,195,0,1,0
1,0,0,1,3,195,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
