int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,1,0,254,36,0,0,3
1,0,0,254,36,0,0,4
0,0,0,254,36,0,0,4
1,0,0,254,36,0,1,0
1,0,0,254,36,0,1,0
1,0,0,254,36,0,1,0
1,0,0,254,36,0,1,0
1,0,0,254,36,0,1,0
